placeId,name,address,latitude,longitude,description
ChIJ-WrjMEBZwokRWvZf5dIHJvA,AOI Kitchen,"320 E 6th St, New York, NY 10003, USA",40.726783499999996,-73.9876152,"Casual eatery in a walk-down space serving omurice, sandos & other Japanese fusion fare."
ChIJlT3peYFZwokRkTXxmSnvS4g,Devoción,"600 Lexington Ave, New York, NY 10022, USA",40.758131999999996,-73.9713838,No description available.
ChIJWWFYX6hZwokRiVPlneRsibg,Turntable Chicken Jazz,"20 W 33rd St, New York, NY 10001, USA",40.748159799999996,-73.9864242,"Korean fried chicken, sides & beer towers in a buzzy space with a DJ spinning vintage vinyl."
ChIJ-zI-4PJZwokR4_xle0aFCIk,RYNN Thai Restaurant & Bar,"309 E 5th St, New York, NY 10003, USA",40.7268045,-73.9882662,No description available.
ChIJL484G7803YkRK5v3lIRtJC4,Magazzino Italian Art,"2700 US-9, Cold Spring, NY 10516, USA",41.429749,-73.914816,No description available.
ChIJY7gqh1RZwokRf1crJ0UzWXU,Pier 57 Rooftop Park,"57 Hudson River Greenway, New York, NY 10011, USA",40.7436531,-74.0106802,No description available.
ChIJTbLWqhvMwokR_0zgnzzYUo8,MANITOGA / The Russel Wright Design Center,"584 NY-9D, Garrison, NY 10524, USA",41.3485649,-73.9526328,No description available.
ChIJqTBaWiFZwokRahNVGgm3T2A,Osamil Upstairs,"5 W 31st St 2nd floor, New York, NY 10001, USA",40.746961,-73.9864309,"Snug, stylish joint serving sashimi, charcuterie plates & spirits, plus innovative cocktails."
ChIJRy7Z-I1ZwokRQm17a6QDJ6E,Bar Moga,"128 W Houston St, New York, NY 10012, USA",40.727819499999995,-74.0010896,"Japanese-inspired craft cocktails & comfort dishes are the draw at this low-lit, sophisticated bar."
ChIJ6-Q2PJJZwokRqXUdFUYb--Y,Porto Rico Importing Co.,"201 Bleecker St, New York, NY 10012, USA",40.7294917,-74.0016204,Veteran coffee seller specializing in international brews & a variety of loose teas.
ChIJAQCweZxZwokRmyqYmYM3Ze8,Mountain House East Village 川山甲,"23 St Marks Pl, New York, NY 10003, USA",40.7291176,-73.9885834,"Group-friendly destination for homey Sichuan dishes, many of which are made with chili's, and pots of tea."
ChIJq6qqr8dZwokRNqYPAJcjKas,Hudson River Park,"353 West St, New York, NY 10014, USA",40.7288194,-74.01220490000001,"Beyond its gardens & lawns, this pier overlooking the Hudson River features a carousel & skate park."
ChIJd9SPZTFawokRh9NpOTE-G5k,Dumbo - Manhattan Bridge View,"39-21 Washington St, Brooklyn, NY 11201, USA",40.70331650000001,-73.9895698,Street intersection & well-known selfie spot with the iconic Manhattan Bridge as a backdrop.
ChIJG6qVRAqJsIkRqg4WXhcwS8E,Williamsburg,"Williamsburg, VA, USA",37.2757305,-76.7098049,No description available.
ChIJ4zGFAZpYwokRGUGph3Mf37k,Central Park,"New York, NY, USA",40.7825547,-73.9655834,"Sprawling park with pedestrian paths & ballfields, plus a zoo, carousel, boat rentals & a reservoir."
ChIJ5bQPhMdZwokRkTwKhVxhP1g,The High Line,"New York, NY 10011, USA",40.747992499999995,-74.0047649,"Popular park 30 feet above street level on an old rail line, with river & city views."
ChIJw2lMFL9ZwokRosAtly52YX4,Chelsea Market,"75 9th Ave, New York, NY 10011, USA",40.7424396,-74.0061439,"Indoor marketplace renowned for its wide range of grocers (fish, produce, etc.), shops & eateries."
ChIJgx-LUDlZwokRN6_WQwx4WEc,Mercado Little Spain,"10 Hudson Yards, New York, NY 10001, USA",40.752918099999995,-74.0018896,Sprawling Spanish food market from José Andrés and Adrià brothers with restaurants and kiosks.
ChIJsTmHXltZwokRXisc2lNWYrE,Thirteen Water,"208 E 7th St, New York, NY 10009, USA",40.7243157,-73.97999759999999,No description available.
ChIJF1mkwpxZwokRLSwkdI11UfQ,Setsugekka East Village,"74 E 7th St, New York, NY 10003, USA",40.7272707,-73.9866389,"Tranquil Japanese tea house offering matcha drinks and traditional sweets, plus tea ceremonies."
ChIJDyCs8UNZwokRaNcdvn_c6jU,Librae Bakery,"35 Cooper Sq, New York, NY 10003, USA",40.728118599999995,-73.99075239999999,"Roomy hub featuring bespoke baked goods like pastries & cookies, plus indoor & outdoor seating."
ChIJoWQIeZxZwokRwkS9fNOEdps,Mango Mango Artisan Lab,"23 St Marks Pl, New York, NY 10003, USA",40.7292093,-73.9886257,No description available.
ChIJmcr2IF9ZwokRr-u_-UTxju4,Wenwen,"1025 Manhattan Ave, Brooklyn, NY 11222, USA",40.7339858,-73.955158,Compact restaurant serving Taiwanese cuisine and cocktails amid an easygoing atmosphere.
ChIJKbjLf5xZwokRYa6BYJg0Xns,886,"26 St Marks Pl, New York, NY 10003, USA",40.7287968,-73.9887127,"Neon-lit, compact East Village space known for its modern Taiwanese specialties & on-tap sake."
ChIJQ-qLx5ZZwokRaM1CC9H0Ii8,Culture An American Yogurt Company & Juice Bar by Culture,"60 W 8th St, New York, NY 10011, USA",40.7333296,-73.99915829999999,No description available.
ChIJTeQ7Fv1ZwokR5tX0TbUtW_I,Song’e Napule Upper West,"464 Amsterdam Ave, New York, NY 10024, USA",40.785434599999995,-73.9769653,No description available.
ChIJCar0f49ZwokR6ozLV-dHNTE,Katz's Delicatessen,"205 E Houston St, New York, NY 10002, USA",40.722232999999996,-73.98742899999999,No-frills deli with theatrically cranky service serving mile-high sandwiches since 1888.
ChIJjzU486hZwokRR1xdL_9PWPU,Osamil,"5 W 31st St, New York, NY 10001, USA",40.746961,-73.9864309,"Stylish, rustic-chic gastropub turning out modern Korean bites & cocktails, plus weekend brunch."
ChIJ5-ZTbqhZwokROw_GJzQx1dw,Take 31,"15 E 31st St, New York, NY 10016, USA",40.7462777,-73.9848246,"This compact, rustic-chic restaurant with a minimalist vibe features traditional Korean cuisine."
ChIJPw03jalZwokRmsrs0PAc1bo,Yoon Haeundae Galbi,"8 W 36th St. Unit 245, New York, NY 10018, USA",40.7499624,-73.98445509999999,"Sophisticated spot for Korean BBQ, shareable plates, and upscale mains, plus bar snacks and cocktails."
