placeId,name,address,latitude,longitude,description
ChIJ72quYgBZwokRNidaRewKpUg,Mama's TOO! Pizzeria West Village,"325 Bleecker St, New York, NY 10014, USA",40.7332891,-74.0040441,No description available.
ChIJDbQMBIdZwokRVS4L8B8V5SA,Attaboy,"134 Eldridge St, New York, NY 10002, USA",40.718882,-73.99137999999999,"Innovative, creative cocktails & classic concoctions mixed up in a trendy industrial-style space."
ChIJNaUIchtZwokRHI8Pk3mEz1Y,8282,"84 Stanton St, New York, NY 10002, USA",40.721666299999995,-73.988781,"Relaxed eatery with a trendy feel, specializing in contemporary Korean meat and seafood dishes."
ChIJy5JIfwBZwokRax0td9_LgoA,Manjul Coffee & Clothing,"31 Howard St, New York, NY 10013, USA",40.7194481,-74.0008421,No description available.
ChIJkYkkoh1ZwokRE01ymVZhhpg,Yingtao,"805 9th Ave, New York, NY 10019, USA",40.765721899999996,-73.987724,No description available.
ChIJw7SsU_pZwokREyGSSulF53U,Misi,"329 Kent Ave, Brooklyn, NY 11249, USA",40.713401,-73.9671874,Contemporary-chic Italian dining space serving elevated antipasti and handmade pasta dishes.
ChIJCX6BBfdZwokRBaiiyC82vrU,all & sundry,"312 W 58th St, New York, NY 10019, USA",40.767544400000006,-73.9832993,"Cheery cocktail bar & bistro with stylish, genteel decor, plus live jazz & DJ nights."
ChIJJXCD6ltZwokRJ_cwjKQH63c,Lilia,"567 Union Ave, Brooklyn, NY 11211, USA",40.7175365,-73.9524225,"Converted auto-body shop offering wood-fired Italian fare, housemade pastas, and cocktails."
ChIJU0gZjlnZj4ARvFMmjqf3DkU,Lake Del Valle,"Lake Del Valle, California 94550, USA",37.5976638,-121.72097090000001,"Sizable reservoir for swimming, boating, hiking & mountain biking, with views of rolling hills."
ChIJZWdgx9hZwokRL1YalEXrJ6w,Rawmantic Chocolate,"1053 1st Ave, New York, NY 10022, USA",40.7587361,-73.962927,No description available.
ChIJ00I1PItZwokRwNk2T6K3TAU,little uluh,"218 E 14th St, New York, NY 10003, USA",40.7326932,-73.9865216,No description available.
ChIJf9ZzSABZwokRkAU_b4YO4T0,Mountain House - Times Square 川山甲,"353 W 46th St, New York, NY 10036, USA",40.760774999999995,-73.9897635,No description available.
ChIJQ3RUaiFbwokRfg3fJ4rdgf8,Kuih Cafe,"46 Eldridge St, New York, NY 10002, USA",40.715921699999996,-73.9929386,No description available.
ChIJkVhEQX9J3YkRszwqMO3FdpU,Chuang Yen Monastery,"2020 NY-301, Carmel Hamlet, NY 10512, USA",41.4852194,-73.7940778,"Buddhist monastery set on 225 serene acres featuring a lake, pavilions & statues, open for tours."
ChIJV0TGh5ZZwokRTnR6PxgjIYc,Mah-Ze-Dahr Bakery,"28 Greenwich Ave, New York, NY 10011, USA",40.735039,-74.0000184,"Tom Colicchio—backed bakery/cafe offering cakes, brownies & cookies, plus sweet & savory pastries."
ChIJcwRwc4tZwokR2sPvWN0r3h8,A Pasta Bar,"330 W Broadway, New York, NY 10013, USA",40.7223733,-74.0039913,"Eatery where chefs cook and serve pastas from a central kitchen, with counter seating."
ChIJmTujXY9ZwokR7UjazIQZvHg,LÀ LÁ Bakeshop NYC,"73 2nd Ave, New York, NY 10003, USA",40.726465,-73.9894466,No description available.
ChIJIes9lZ1ZwokRxV3hRFFVCsY,Chef Tan east village 蜀湘门第,"37 St Marks Pl, New York, NY 10003, USA",40.728876299999996,-73.9880313,No description available.
ChIJU_jf_XxZwokRGPLWEYVWR7w,Mala Hot Pot,"35 W 36th St., New York, NY 10018, USA",40.7506286,-73.98534810000001,No description available.
ChIJiwjp9cJZwokRXCwSVMzuXtk,Café Leon Dore,"214 Mulberry St, New York, NY 10012, USA",40.7221985,-73.996049,"Coffee & pastries in an upscale, bright hub that has a patio & shares space with a fashion boutique."
ChIJLyg8CaBZwokRbwSEztdB0Y8,SALSWEE,"180 5th Ave, New York, NY 10010, USA",40.7412849,-73.9901094,No description available.
ChIJBVtTt5pZwokR48CgdYqHma8,Lafayette Grand Café & Bakery,"380 Lafayette St, New York, NY 10003, USA",40.727593399999996,-73.9937017,"Sprawling, Belle Epoque-style brasserie and bakery serving classic French fare and cocktails."
ChIJObnZcbdXwokRLSXpimXJ_KE,The Little Local,"519 Adams St, Hoboken, NJ 07030, USA",40.743991199999996,-74.0353952,No description available.
ChIJM9rapU1XwokR557lW8na-Xs,Art House Productions,"345 Marin Blvd, Jersey City, NJ 07302, USA",40.720580999999996,-74.0413729,No description available.
ChIJ7yQxK0NZwokRjEjrmbK1Cx0,Thē Soirēe,"796 9th Ave, New York, NY 10019, USA",40.7651969,-73.98750869999999,No description available.
ChIJ3XHVpEtZwokRdiVb19vfuNE,Ramen Misoya West Village,"535 Hudson St, New York, NY 10014, USA",40.7344935,-74.0063785,"Contemporary, brick-lined ramen restaurant specializing in miso-based broth with various toppings."
ChIJrzD_ZC5ZwokRn4qgW0fHtMo,Maestro Pasta,"102 MacDougal St, New York, NY 10012, USA",40.7293927,-74.0009164,"Narrow Italian eatery with counter-service offering organic pasta, housemade sauces & classic sides."
ChIJ75_Nga1hwokRwb_lNQgLW50,湘当有料Young and Rich NY,"3619 Prince St, Queens, NY 11354, USA",40.7618164,-73.83274349999999,Compact restaurant offering Chinese dishes in a modern dining area with murals & funky furnishings.
EiIzNzAgMXN0IFN0LCBIb2Jva2VuLCBOSiAwNzAzMCwgVVNBIjESLwoUChIJZ-h4AlxXwokRCm_JkHzqUQ4Q8gIqFAoSCcVi7K5eV8KJEQ-D_zQeNl88,370 1st St,"370 1st St, Hoboken, NJ 07030, USA",40.738493999999996,-74.036003,No description available.
